,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
2052,5852,/readwrite/tests/test_gml.py_test_parse_gml,0,[],[]
2053,5853,/readwrite/tests/test_gml.py_test_read_gml,0,[],[]
2054,5854,/readwrite/tests/test_gml.py_test_labels_are_strings,0,[],[]
2055,5855,/readwrite/tests/test_gml.py_test_relabel_duplicate,0,[],[]
2056,5877,/readwrite/tests/test_graph6.py_test_from_graph6_bytes,0,[],[]
2057,5876,/readwrite/tests/test_graph6.py_test_n_data_n_conversion,0,[],[]
2058,5875,/readwrite/tests/test_gml.py_test_stringize_empty_list_tuple,0,[],[]
2059,5874,/readwrite/tests/test_gml.py_test_reading_graph_with_single_element_list_property,0,[],[]
2060,5873,/readwrite/tests/test_gml.py_test_reading_graph_with_list_property,0,[],[]
2061,5872,/readwrite/tests/test_gml.py_test_writing_graph_with_one_element_property_list,0,[],[]
2062,5871,/readwrite/tests/test_gml.py_test_writing_graph_with_multi_element_property_list,0,[],[]
2063,5870,/readwrite/tests/test_gml.py_byte_file,0,[],[]
2064,5869,/readwrite/tests/test_gml.py_test_multiline,0,[],[]
2065,5868,/readwrite/tests/test_gml.py_test_outofrange_integers,0,[],[]
2066,5867,/readwrite/tests/test_gml.py_test_label_kwarg,0,[],[]
2067,5866,/readwrite/tests/test_gml.py_assert_parse_error,0,[],[]
2068,5865,/readwrite/tests/test_gml.py_test_exceptions,0,[],[]
2069,5864,/readwrite/tests/test_gml.py_test_escape_unescape,0,[],[]
2070,5863,/readwrite/tests/test_gml.py_test_data_types,0,[],[]
2071,5862,/readwrite/tests/test_gml.py_test_graph_types,0,[],[]
2072,5861,/readwrite/tests/test_gml.py_test_name,0,[],[]
2073,5859,/readwrite/tests/test_gml.py_test_float_label,0,[],[]
2074,5858,/readwrite/tests/test_gml.py_test_unicode_node,0,[],[]
2075,5857,/readwrite/tests/test_gml.py_test_quotes,0,[],[]
2076,5856,/readwrite/tests/test_gml.py_test_tuplelabels,0,[],[]
2077,5929,/readwrite/tests/test_graphml.py_test_read_attributes_with_groups,0,[],[]
2078,5931,/readwrite/tests/test_graphml.py_setup_class,0,[],[]
2079,6036,/readwrite/tests/test_sparse6.py_test_read_many_graph6,0,[],[]
2080,6000,/readwrite/tests/test_text.py_test_write_network_text_tree_max_depth,0,[],[]
2081,6010,/readwrite/tests/test_p2g.py_test_read_p2g,0,[],[]
2082,6009,/readwrite/tests/test_p2g.py_setup_class,0,[],[]
2083,6008,/readwrite/tests/test_text.py_test_network_text_round_trip,0,[],[]
2084,6007,/readwrite/tests/test_text.py_generate_test_graphs,0,[],[]
2085,6006,/readwrite/tests/test_text.py_test_collapse_undirected,0,[],[]
2086,6005,/readwrite/tests/test_text.py_test_collapse_directed,0,[],[]
2087,6004,/readwrite/tests/test_text.py_test_write_network_text_vertical_chains,0,[],[]
2088,6003,/readwrite/tests/test_text.py_test_write_network_text_custom_label,0,[],[]
2089,6002,/readwrite/tests/test_text.py_test_write_network_text_clique_max_depth,0,[],[]
2090,6001,/readwrite/tests/test_text.py_test_write_network_text_graph_max_depth,0,[],[]
2091,5999,/readwrite/tests/test_text.py_test_write_network_text_dorogovtsev_goltsev_mendes_graph,0,[],[]
2092,5987,/readwrite/tests/test_text.py_test_write_network_text_iterative_add_undirected_edges,0,[],[]
2093,5998,/readwrite/tests/test_text.py_test_write_network_text_circular_ladder_graph,0,[],[]
2094,5997,/readwrite/tests/test_text.py_test_write_network_text_wheel_graph,0,[],[]
2095,5996,/readwrite/tests/test_text.py_test_write_network_text_lollipop_graph,0,[],[]
2096,5995,/readwrite/tests/test_text.py_test_write_network_text_path_graph,0,[],[]
2097,5994,/readwrite/tests/test_text.py_test_write_network_text_star_graph,0,[],[]
2098,5993,/readwrite/tests/test_text.py_test_write_network_text_multiple_sources,0,[],[]
2099,5992,/readwrite/tests/test_text.py_test_write_network_text_complete_graphs,0,[],[]
2100,5991,/readwrite/tests/test_text.py_test_write_network_text_with_labels,0,[],[]
2101,5990,/readwrite/tests/test_text.py_test_write_network_text_complete_graph_ascii_only,0,[],[]
2102,5989,/readwrite/tests/test_text.py_test_write_network_text_nearly_forest,0,[],[]
2103,6011,/readwrite/tests/test_p2g.py_test_write_p2g,0,[],[]
2104,6012,/readwrite/tests/test_p2g.py_test_write_read_p2g,0,[],[]
2105,6013,/readwrite/tests/test_adjlist.py_setup_class,0,[],[]
2106,6014,/readwrite/tests/test_adjlist.py_test_read_multiline_adjlist_1,0,[],[]
2107,6035,/readwrite/tests/test_sparse6.py_test_read_sparse6,0,[],[]
2108,6034,/readwrite/tests/test_sparse6.py_test_from_bytes_multigraph_graph,0,[],[]
2109,6033,/readwrite/tests/test_sparse6.py_test_from_sparse6_bytes,0,[],[]
2110,6032,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_delimiter,0,[],[]
2111,6031,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_multidigraph,0,[],[]
2112,6030,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_multigraph,0,[],[]
2113,6029,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_integers,0,[],[]
2114,6028,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_digraph,0,[],[]
2115,6027,/readwrite/tests/test_adjlist.py_test_multiline_adjlist_graph,0,[],[]
2116,6026,/readwrite/tests/test_adjlist.py_test_parse_multiline_adjlist,0,[],[]
2117,6025,/readwrite/tests/test_adjlist.py_setup_class,0,[],[]
2118,6024,/readwrite/tests/test_adjlist.py_test_adjlist_delimiter,0,[],[]
2119,6023,/readwrite/tests/test_adjlist.py_test_adjlist_multidigraph,0,[],[]
2120,6022,/readwrite/tests/test_adjlist.py_test_adjlist_multigraph,0,[],[]
2121,6021,/readwrite/tests/test_adjlist.py_test_adjlist_integers,0,[],[]
2122,6020,/readwrite/tests/test_adjlist.py_test_adjlist_digraph,0,[],[]
2123,6019,/readwrite/tests/test_adjlist.py_test_adjlist_graph,0,[],[]
2124,6018,/readwrite/tests/test_adjlist.py_test_parse_adjlist,0,[],[]
2125,6017,/readwrite/tests/test_adjlist.py_test_latin1,0,[],[]
2126,6016,/readwrite/tests/test_adjlist.py_test_latin1_err,0,[],[]
2127,6015,/readwrite/tests/test_adjlist.py_test_unicode,0,[],[]
2128,5988,/readwrite/tests/test_text.py_test_write_network_text_iterative_add_random_directed_edges,0,[],[]
2129,5986,/readwrite/tests/test_text.py_test_write_network_text_iterative_add_directed_edges,0,[],[]
2130,5932,/readwrite/tests/test_graphml.py_test_write_interface,0,[],[]
2131,5945,/readwrite/tests/test_graphml.py_test_multigraph_write_generate_edge_id_from_attribute,0,[],[]
2132,5958,/readwrite/tests/test_gexf.py_test_read_simple_undirected_graphml,0,[],[]
2133,5957,/readwrite/tests/test_gexf.py_test_write_read_simple_directed_graphml,0,[],[]
2134,5956,/readwrite/tests/test_gexf.py_test_read_simple_directed_graphml,0,[],[]
2135,5955,/readwrite/tests/test_gexf.py_setup_class,0,[],[]
2136,5954,/readwrite/tests/test_graphml.py_test_exception_for_unsupported_datatype_graph_attr,0,[],[]
2137,5953,/readwrite/tests/test_graphml.py_test_exception_for_unsupported_datatype_edge_attr,0,[],[]
2138,5952,/readwrite/tests/test_graphml.py_test_exception_for_unsupported_datatype_node_attr,0,[],[]
2139,5951,/readwrite/tests/test_graphml.py_setup_class,0,[],[]
2140,5950,/readwrite/tests/test_graphml.py_test_unicode_escape,0,[],[]
2141,5949,/readwrite/tests/test_graphml.py_test_unicode_attributes,0,[],[]
2142,5944,/readwrite/tests/test_graphml.py_test_write_generate_edge_id_from_attribute,0,[],[]
2143,5985,/readwrite/tests/test_text.py_test_forest_str_overspecified_sources,0,[],[]
2144,5943,/readwrite/tests/test_graphml.py_test_multigraph_to_graph,0,[],[]
2145,5941,/readwrite/tests/test_graphml.py_test_str_number_mixed_type_attributes,0,[],[]
2146,5940,/readwrite/tests/test_graphml.py_test_mixed_type_attributes,0,[],[]
2147,5939,/readwrite/tests/test_graphml.py_test_default_attribute,0,[],[]
2148,5938,/readwrite/tests/test_graphml.py_test_more_multigraph_keys,0,[],[]
2149,5937,/readwrite/tests/test_graphml.py_test_write_read_attribute_numeric_type_graphml,0,[],[]
2150,5936,/readwrite/tests/test_graphml.py_test_write_read_attribute_named_key_ids_graphml,0,[],[]
2151,5935,/readwrite/tests/test_graphml.py_test_write_read_simple_no_prettyprint,0,[],[]
2152,5934,/readwrite/tests/test_graphml.py_test_GraphMLWriter_add_graphs,0,[],[]
2153,5933,/readwrite/tests/test_graphml.py_test_write_read_simple_directed_graphml,0,[],[]
2154,5959,/readwrite/tests/test_gexf.py_test_read_attribute_graphml,0,[],[]
2155,5960,/readwrite/tests/test_gexf.py_test_directed_edge_in_undirected,0,[],[]
2156,5961,/readwrite/tests/test_gexf.py_test_undirected_edge_in_directed,0,[],[]
2157,5962,/readwrite/tests/test_gexf.py_test_key_raises,0,[],[]
2158,5984,/readwrite/tests/test_text.py_test_forest_str_errors,0,[],[]
2159,5983,/readwrite/tests/test_text.py_test_forest_str_undirected,0,[],[]
2160,5982,/readwrite/tests/test_text.py_test_forest_str_undirected_multi_tree,0,[],[]
2161,5981,/readwrite/tests/test_text.py_test_forest_str_directed_multi_tree,0,[],[]
2162,5980,/readwrite/tests/test_text.py_test_write_network_text_within_forest_glyph,0,[],[]
2163,5979,/readwrite/tests/test_text.py__graph_str,0,[],[]
2164,5978,/readwrite/tests/test_text.py_test_write_network_text_empty_graph,0,[],[]
2165,5977,/readwrite/tests/test_text.py_test_forest_str_directed,0,[],[]
2166,5976,/readwrite/tests/test_gexf.py_test_add_parent,0,[],[]
2167,5975,/readwrite/tests/test_gexf.py_test_slice_and_spell,0,[],[]
2168,5974,/readwrite/tests/test_gexf.py_test_missing_viz_attributes,0,[],[]
2169,5973,/readwrite/tests/test_gexf.py_test_multigraph_with_missing_attributes,0,[],[]
2170,5972,/readwrite/tests/test_gexf.py_test_dynamic_mode,0,[],[]
2171,5971,/readwrite/tests/test_gexf.py_test_simple_list,0,[],[]
2172,5970,/readwrite/tests/test_gexf.py_test_specials,0,[],[]
2173,5969,/readwrite/tests/test_gexf.py_test_bool,0,[],[]
2174,5967,/readwrite/tests/test_gexf.py_test_edge_id_construct,0,[],[]
2175,5966,/readwrite/tests/test_gexf.py_test_write_with_node_attributes,0,[],[]
2176,5965,/readwrite/tests/test_gexf.py_test_serialize_ints_to_strings,0,[],[]
2177,5964,/readwrite/tests/test_gexf.py_test_default_attribute,0,[],[]
2178,5963,/readwrite/tests/test_gexf.py_test_relabel,0,[],[]
2179,6243,/generators/community.py_connected_caveman_graph,0,[],[]
2180,6244,/generators/community.py_relaxed_caveman_graph,0,[],[]
2181,6245,/generators/community.py_random_partition_graph,0,[],[]
2182,6514,/generators/tests/test_lattice.py_test_periodic_iterable,0,[],[]
2183,6524,/generators/tests/test_lattice.py_test_lattice_points,0,[],[]
2184,6523,/generators/tests/test_lattice.py_test_degree_distribution,0,[],[]
2185,6522,/generators/tests/test_lattice.py_test_special_cases,0,[],[]
2186,6521,/generators/tests/test_lattice.py_test_periodic_iterable,0,[],[]
2187,6520,/generators/tests/test_lattice.py_test_node_input,0,[],[]
2188,6519,/generators/tests/test_lattice.py_test_grid_graph,0,[],[]
2189,6518,/generators/tests/test_lattice.py_test_node_input,0,[],[]
2190,6517,/generators/tests/test_lattice.py_test_exceptions,0,[],[]
2191,6516,/generators/tests/test_lattice.py_test_periodic_multigraph,0,[],[]
2192,6515,/generators/tests/test_lattice.py_test_periodic_directed,0,[],[]
2193,6513,/generators/tests/test_lattice.py_test_periodic,0,[],[]
2194,6501,/generators/tests/test_joint_degree_seq.py_test_joint_degree_graph,0,[],[]
2195,6512,/generators/tests/test_lattice.py_test_multigraph,0,[],[]
2196,6511,/generators/tests/test_lattice.py_test_directed,0,[],[]
2197,6510,/generators/tests/test_lattice.py_test_degree_distribution,0,[],[]
2198,6509,/generators/tests/test_lattice.py_test_number_of_vertices,0,[],[]
2199,6508,/generators/tests/test_random_clustered.py_test_directed_graph_raises_error,0,[],[]
2200,6507,/generators/tests/test_random_clustered.py_test_invalid_joint_degree_sequence_value,0,[],[]
2201,6506,/generators/tests/test_random_clustered.py_test_invalid_joint_degree_sequence_type,0,[],[]
2202,6505,/generators/tests/test_random_clustered.py_test_tuple_joint_degree_sequence,0,[],[]
2203,6504,/generators/tests/test_random_clustered.py_test_custom_joint_degree_sequence,0,[],[]
2204,6503,/generators/tests/test_joint_degree_seq.py_test_directed_joint_degree_graph,0,[],[]
2205,6525,/generators/tests/test_lattice.py_test_directed,0,[],[]
2206,6526,/generators/tests/test_lattice.py_test_multigraph,0,[],[]
2207,6527,/generators/tests/test_lattice.py_test_periodic,0,[],[]
2208,6528,/generators/tests/test_lattice.py_test_lattice_points,0,[],[]
2209,6549,/generators/tests/test_classic.py_test_full_rary_tree_empty,0,[],[]
2210,6548,/generators/tests/test_classic.py_test_full_rary_tree_path,0,[],[]
2211,6547,/generators/tests/test_classic.py_test_full_rary_tree_balanced,0,[],[]
2212,6546,/generators/tests/test_classic.py_test_full_rary_tree,0,[],[]
2213,6545,/generators/tests/test_classic.py_test_balanced_tree_path,0,[],[]
2214,6544,/generators/tests/test_classic.py_test_balanced_tree_star,0,[],[]
2215,6543,/generators/tests/test_classic.py_test_balanced_tree,0,[],[]
2216,6542,/generators/tests/test_time_series.py_test_visibility_graph_cyclic_series,0,[],[]
2217,6541,/generators/tests/test_time_series.py_test_visibility_graph__flat_series__path_graph,0,[],[]
2218,6540,/generators/tests/test_time_series.py_test_visibility_graph__concave_series__path_graph,0,[],[]
2219,6539,/generators/tests/test_time_series.py_test_visibility_graph__convex_series__complete_graph,0,[],[]
2220,6538,/generators/tests/test_time_series.py_test_visibility_graph__two_values_ts__single_edge_graph,0,[],[]
2221,6537,/generators/tests/test_time_series.py_test_visibility_graph__single_value_ts__single_node_graph,0,[],[]
2222,6536,/generators/tests/test_time_series.py_test_visibility_graph__empty_series__empty_graph,0,[],[]
2223,6535,/generators/tests/test_cographs.py_test_random_cograph,0,[],[]
2224,6534,/generators/tests/test_mycielski.py_test_mycielski_graph_generator,0,[],[]
2225,6533,/generators/tests/test_mycielski.py_test_size,0,[],[]
2226,6532,/generators/tests/test_mycielski.py_test_construction,0,[],[]
2227,6531,/generators/tests/test_lattice.py_test_periodic,0,[],[]
2228,6530,/generators/tests/test_lattice.py_test_multigraph,0,[],[]
2229,6529,/generators/tests/test_lattice.py_test_directed,0,[],[]
2230,6502,/generators/tests/test_joint_degree_seq.py_test_is_valid_directed_joint_degree,0,[],[]
2231,6500,/generators/tests/test_joint_degree_seq.py_test_is_valid_joint_degree,0,[],[]
2232,6551,/generators/tests/test_classic.py_test_barbell_graph,0,[],[]
2233,6463,/generators/tests/test_expanders.py_test_paley_graph_badinput,0,[],[]
2234,6473,/generators/tests/test_internet_as_graphs.py_test_relationships,0,[],[]
2235,6472,/generators/tests/test_internet_as_graphs.py_test_connectivity,0,[],[]
2236,6471,/generators/tests/test_internet_as_graphs.py_test_node_numbers,0,[],[]
2237,6470,/generators/tests/test_internet_as_graphs.py_test_wrong_input,0,[],[]
2238,6469,/generators/tests/test_internet_as_graphs.py_set_providers,0,[],[]
2239,6468,/generators/tests/test_internet_as_graphs.py_set_customers,0,[],[]
2240,6467,/generators/tests/test_internet_as_graphs.py_setup_class,0,[],[]
2241,6466,/generators/tests/test_expanders.py_test_random_regular_expander_badinput,0,[],[]
2242,6465,/generators/tests/test_expanders.py_test_is_regular_expander_badinput,0,[],[]
2243,6464,/generators/tests/test_expanders.py_test_maybe_regular_expander_badinput,0,[],[]
2244,6462,/generators/tests/test_expanders.py_test_chordal_cycle_graph_badinput,0,[],[]
2245,6499,/generators/tests/test_community.py_test_generate_min_degree_itr,0,[],[]
2246,6461,/generators/tests/test_expanders.py_test_margulis_gabber_galil_graph_badinput,0,[],[]
2247,6460,/generators/tests/test_expanders.py_test_random_regular_expander_explicit_construction,0,[],[]
2248,6459,/generators/tests/test_expanders.py_test_random_regular_expander,0,[],[]
2249,6458,/generators/tests/test_expanders.py_test_is_regular_expander,0,[],[]
2250,6457,/generators/tests/test_expanders.py_test_maybe_regular_expander,0,[],[]
2251,6456,/generators/tests/test_expanders.py_test_paley_graph,0,[],[]
2252,6455,/generators/tests/test_expanders.py_test_chordal_cycle_graph,0,[],[]
2253,6453,/generators/tests/test_expanders.py_test_margulis_gabber_galil_graph_properties,0,[],[]
2254,6452,/generators/tests/test_geometric.py_test_compare_mean_kappas_different_gammas_S1,0,[],[]
2255,6451,/generators/tests/test_geometric.py_test_mean_degree_influence_on_connectivity_S1,0,[],[]
2256,6474,/generators/tests/test_internet_as_graphs.py_test_degree_values,0,[],[]
2257,6475,/generators/tests/test_small.py_test__LCF_graph,0,[],[]
2258,6476,/generators/tests/test_small.py_test_properties_named_small_graphs,0,[],[]
2259,6477,/generators/tests/test_small.py_tests_raises_with_directed_create_using,0,[],[]
2260,6498,/generators/tests/test_community.py_test_no_scipy_zeta,0,[],[]
2261,6497,/generators/tests/test_community.py_test_powerlaw_iterations_exceeded,0,[],[]
2262,6496,/generators/tests/test_community.py_test_max_community,0,[],[]
2263,6495,/generators/tests/test_community.py_test_max_deg_out_of_range,0,[],[]
2264,6494,/generators/tests/test_community.py_test_max_iters_exceeded,0,[],[]
2265,6493,/generators/tests/test_community.py_test_neither_degrees_none,0,[],[]
2266,6492,/generators/tests/test_community.py_test_both_degrees_none,0,[],[]
2267,6491,/generators/tests/test_community.py_test_mu_too_small,0,[],[]
2268,6490,/generators/tests/test_community.py_test_mu_too_large,0,[],[]
2269,6489,/generators/tests/test_community.py_test_invalid_tau2,0,[],[]
2270,6488,/generators/tests/test_community.py_test_invalid_tau1,0,[],[]
2271,6487,/generators/tests/test_community.py_test_generator,0,[],[]
2272,6486,/generators/tests/test_community.py_test_stochastic_block_model,0,[],[]
2273,6485,/generators/tests/test_community.py_test_windmill_graph,0,[],[]
2274,6484,/generators/tests/test_community.py_test_ring_of_cliques,0,[],[]
2275,6483,/generators/tests/test_community.py_test_gaussian_random_partition_graph,0,[],[]
2276,6482,/generators/tests/test_community.py_test_caveman_graph,0,[],[]
2277,6481,/generators/tests/test_community.py_test_connected_caveman_graph,0,[],[]
2278,6480,/generators/tests/test_community.py_test_relaxed_caveman_graph,0,[],[]
2279,6479,/generators/tests/test_community.py_test_planted_partition_graph,0,[],[]
2280,6478,/generators/tests/test_community.py_test_random_partition_graph,0,[],[]
2281,6550,/generators/tests/test_classic.py_test_full_rary_tree_3_20,0,[],[]
2282,6552,/generators/tests/test_classic.py_test_binomial_tree,0,[],[]
2283,6449,/generators/tests/test_geometric.py_test_negative_beta_S1,0,[],[]
2284,6620,/generators/tests/test_line.py_test_line_inverse_line_path,0,[],[]
2285,6630,/generators/tests/test_line.py_test_diamond_graph,0,[],[]
2286,6629,/generators/tests/test_line.py_test_select_starting_cell_error,0,[],[]
2287,6628,/generators/tests/test_line.py_test_odd_triangles_error,0,[],[]
2288,6627,/generators/tests/test_line.py_test_triangles_error,0,[],[]
2289,6626,/generators/tests/test_line.py_test_line_different_node_types,0,[],[]
2290,6625,/generators/tests/test_line.py_test_line_inverse_line_dgm,0,[],[]
2291,6624,/generators/tests/test_line.py_test_line_inverse_line_multipartite,0,[],[]
2292,6623,/generators/tests/test_line.py_test_line_inverse_line_star,0,[],[]
2293,6622,/generators/tests/test_line.py_test_line_inverse_line_cycle,0,[],[]
2294,6621,/generators/tests/test_line.py_test_line_inverse_line_hypercube,0,[],[]
2295,6619,/generators/tests/test_line.py_test_line_inverse_line_complete,0,[],[]
2296,6607,/generators/tests/test_line.py_test_example,0,[],[]
2297,6618,/generators/tests/test_line.py_test_wrong_graph_type,0,[],[]
2298,6617,/generators/tests/test_line.py_test_non_line_graphs,0,[],[]
2299,6616,/generators/tests/test_line.py_test_selfloops_error,0,[],[]
